author,date,comment
blueguydotcom,2006-10-18 15:55:12+00:00,spartacus the point i made by saying yet not a single car in this class is even remotely attractive on the outsidei still bought one of these cars even though visually its ugly it reminds me of a melted buick like all the cars in this class the e90 is just plain dowdy slab sided and not the least bit interesting ditto the tl c is cts g35 etc even if a car is nice to look at the would in no fashion influence my purchase the interior needs to have zero wood and be driver oriented beyond that i couldnt care much less if theres a navigation screen or a digital readout like kitts just make it functional and lacking anything that is or appears to be woodlike wood belongs on furniture not a piece of machinery
rockylee,2006-10-18 16:22:41+00:00,good quality wood can belong inside a car it add class imho however the new metals we see inside cars today also do the same ie brushed aluminum rocky
laurasdada,2006-10-18 16:31:45+00:00,the driver is king of the domainyou must not be married and i have to disagree i find the tl that i own to be a very handsome vehicle from almost any angle the first acura since the original legend coupe with any kind of style imho the nsx while apparently a wonderful car didnt do anything for me stylewisein this group to me the only car that is severly challenged stylewise is the cts ymmv
kdshapiro,2006-10-18 16:36:30+00:00,well these are my opinions and unfortunately i cant help the blinde pi may be blind but until you give me the money and tell me what car to buy this is my opinion and i am sticking to it
rockylee,2006-10-18 16:43:58+00:00,i may be blind but until you give me the money and tell me what car to buy this is my opinion and i am sticking to it rotflmao yes you have that right as far as the money part i wished i could help you out it would perhaps make you able to see a lil more clearly p rocky
im_spartacus,2006-10-18 16:52:27+00:00,i understand your point blueguydotcom i was just having a little fun with wildes famous art is useless premise
blueguydotcom,2006-10-18 16:56:54+00:00,good quality wood belongs on furniture wood in a car looks tackyin a lexus or a bentley it still looks out of place and poseurish
blueguydotcom,2006-10-18 17:01:06+00:00,you must not be marriedlivein girlfriend i will probably marry by the end of 2007 she understands that in her car i do things by her rules and she buys crazy things like seat heaters and automatic transmissions in the house i defer to her save for my office in my car its my domainshe fully understands that driving is my thing luckily we share the same passion for restaurants movies and the nflthe nsx while apparently a wonderful car didnt do anything for me stylewiseah the nsx cockpit was the bomb yummy
rockylee,2006-10-18 17:23:54+00:00,good quality wood belongs on furnituretrue but on a premium car and good quality wood it looks like it belongs also in mine and many others opinionswood in a car looks tackylol depends upon the car and interior layout in a lexus or a bentley it still looks out of place and poseurish im going to have to send you cane so you can tap your way to better senses because you are legally blinde to hate on premium bentley and lexus wooded interiors they are among the best p rocky
designman,2006-10-18 17:30:51+00:00,some cars look good with wood others look overcooked i cant stand wood in sports cars where to me it is akin to showing up on a basketball court wearing cordovan shoes however in luxury cars wood is welcome in subtle amounts variety and harmony with material and texture are always welcome and as always its a matter of taste
rockylee,2006-10-18 18:24:41+00:00,100 agree with ya pal rocky
im_spartacus,2006-10-18 19:40:06+00:00,however in luxury cars wood is welcome in subtle amounts variety and harmony with material and texture are always welcome and as always its a matter of taste i totally agree with this sentiment my dad had a 1976 jaguar xj6 30 years ago and it had the most beautiful wood dash too bad the car was in the shop half the time
jojogunn,2006-10-18 21:42:21+00:00,thanks for letting the cat out
nyccarguy,2006-10-19 00:54:35+00:00,i drove a 91 nsx once no power steering 8000 rpm redline what a wild ride
designman,2006-10-19 00:59:31+00:00,now that you mention it thats one of the things the 3series and most other performance sedans could definitely use less of power steering and its curious how this aspect is hardly if ever mentioned in performance reviews and discussion thats one of the things i like about the 5series it seems to use the power assist more sparingly
